"","IDy","ID_Parcelle","type_prod","Autres outils","Charrue","Outil à dents","Outil à disques","Outil rotatif","Pas de travail du sol","nb_tot_trav_sol","Fertilisation (autre)","Fertilisation minérale","Fertilisation organique","Fertilisation organo-minérale","Pas de fertilisation","nb_tot_ferti","tot_azote","Désherbage complet","Désherbage partiel","Désherbage sélectif","Enherbement total","Information inconnue.x","Pas de désherbage","nb_tot_herb","N_trait","N_trait_k","N_missing","IFT_herbi","IFT_insec","IFT_fongi","IFT_tot","IFT_tot2","Animaux de pâture","Autres (non chimiques)","Broyage ou tonte sans ramassage","Fauchage avec exportation des fauches","Fauchage sans exportation des fauches","Herbicide non sélectif de contact","Herbicide non sélectif systémique","Herbicide sélectif antidicotylédones","Herbicide sélectif antigraminées","Information inconnue.y","Intervention chimique (indéfini)","Intervention mécanique (indéfini)","Pas d'intervention","Tonte avec ramassage","nb_tot_int","nb_int_non_ch","nb_int_chim"
"78","11_2017",11,"Biologique",0,0,2,0,0,0,2,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","110_2012",110,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","110_2013",110,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,76,0,6,0,0,0,0,6,16,13,3,0,0.947368421052632,5.33333333333333,7.05070175438597,6.28070175438597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","110_2014",110,"Conventionnel",6,0,0,0,0,0,6,2,0,0,0,0,2,32,0,8,0,0,0,0,8,58,55,3,1.87221428571429,1.1566265060241,29.807308978272,32.8361497700104,32.8361497700104,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0
"82","110_2015",110,"Conventionnel",5,0,0,0,0,0,5,1,0,0,0,0,1,30,0,6,0,0,0,0,6,70,69,1,1.07114285714286,0,43.5629761904762,44.634119047619,44.6341190476191,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"83","110_2016",110,"Conventionnel",7,0,0,0,0,0,7,0,0,1,0,0,1,0,0,7,0,0,0,0,7,43,40,3,0.357142857142857,0,25.19515973478,25.5523025919228,25.5523025919228,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0
"84","110_2017",110,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,2,16.4,8,0,0,0,0,0,8,49,42,7,0,0,29.6037311633514,29.6037311633514,29.6037311633514,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0
"85","111_2012",111,"Conventionnel",0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","111_2013",111,"Conventionnel",0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"87","111_2014",111,"Conventionnel",0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","111_2015",111,"Conventionnel",0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,54,54,0,0.495,3.475,12.3671666666667,17.6538333333333,16.3371666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"89","111_2016",111,"Conventionnel",0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,37,12,1.04866666666667,0,12.3852857142857,13.4339523809524,13.4339523809524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","111_2017",111,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,2,0,1,0,0,0,0,1,41,38,3,0.6,3.21283333333333,13.7817857142857,17.332119047619,17.594619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","112_2012",112,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,5,0,0,2.53490196078431,2.53490196078431,2.53490196078431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","112_2013",112,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5,20,2,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","112_2014",112,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,0,2.235,0,1.28,3.515,3.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","112_2015",112,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,9,7,2,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"95","112_2016",112,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,11,11,0,3,0,2.93333333333333,7.08888888888889,5.93333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","112_2017",112,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","113_2012",113,"Conventionnel",0,1,1,1,2,0,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8,8,0,0,0,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","113_2013",113,"Conventionnel",0,1,2,1,0,0,4,0,4,0,0,0,4,50,0,0,1,0,0,0,1,36,36,0,4.49880952380952,3.15,1.65,11.3279761904762,9.29880952380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","113_2014",113,"Conventionnel",0,0,0,0,1,0,1,0,4,0,0,0,4,175,0,0,1,0,0,0,1,35,29,6,2.25,5.4,4,14.05,11.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"100","113_2015",113,"Conventionnel",0,1,1,1,0,0,3,0,6,0,0,0,6,186,0,0,1,0,0,0,1,17,17,0,1.66666666666667,0,6.95,10.1166666666667,8.61666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"101","113_2016",113,"Conventionnel",0,1,1,1,0,0,3,0,3,0,0,0,3,150,0,0,1,0,0,1,1,8,8,0,0,0,1.8,2.46666666666667,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","113_2017",113,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,4,0,0,0,4,160,NA,NA,NA,NA,NA,NA,NA,6,6,0,0,0,1.8,1.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","114_2012",114,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","114_2013",114,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,40.5,0,15,0,0,0,0,15,48,47,1,0,0,22.5,22.5,22.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"105","114_2014",114,"Conventionnel",4,0,0,0,0,0,4,0,0,0,1,0,1,40.5,0,7,0,0,0,0,7,30,27,3,0,0,22.68,22.68,22.68,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0
"106","114_2015",114,"Conventionnel",7,0,0,0,0,0,7,0,0,0,1,0,1,42,0,13,0,0,0,0,13,32,29,3,0,0,23.084,23.084,23.084,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,8,0
"107","114_2016",114,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,16,0,4,0,0,0,0,4,33,31,2,0,0,20.0316666666667,20.0316666666667,20.0316666666667,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,7,0
"108","114_2017",114,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,40,0,7,0,0,0,0,7,48,47,1,0,0,36.98,36.98,36.98,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0
"109","115_2012",115,"Conventionnel",0,0,1,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,9,7,0.593333333333333,0,0.8,1.39333333333333,1.39333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"110","115_2013",115,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,2,130,0,0,0,0,1,0,0,2,2,0,2.66666666666667,0,0,2.66666666666667,2.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","115_2014",115,"Conventionnel",0,0,0,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,16,11,5,0.666666666666667,0,4.3,4.96666666666667,4.96666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"112","115_2015",115,"Conventionnel",0,0,1,2,0,0,3,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,2,1,1,0.571428571428571,0,0,0.571428571428571,0.571428571428571,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0
"113","115_2016",115,"Conventionnel",1,1,2,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,2.66666666666667,0,4.05,6.71666666666667,6.71666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","115_2017",115,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,4,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,10,10,0,11.24,0,0,11.24,11.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","116_2012",116,"Conventionnel",1,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","116_2013",116,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,3,223,0,0,0,0,1,0,0,10,4,6,4,0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"117","116_2014",116,"Conventionnel",0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,2,6,6,0,3.05454545454545,0,0,4.29204545454545,3.05454545454545,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"118","116_2015",116,"Conventionnel",0,1,3,1,0,0,5,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,7,6,1,1.6,0,0,1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"119","116_2016",116,"Conventionnel",0,1,1,0,0,0,2,0,5,0,0,0,5,162,NA,NA,NA,NA,NA,NA,NA,10,10,0,0,1.75,3,4.75,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","116_2017",116,"Conventionnel",1,0,1,0,0,0,2,0,2,0,0,0,2,82,NA,NA,NA,NA,NA,NA,NA,22,18,4,8.38787878787879,0,3.64,13.9318787878788,12.0278787878788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","117_2012",117,"Conventionnel",1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"122","117_2013",117,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,3,110,0,0,0,0,1,0,0,8,8,0,0,0,12,16,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","117_2014",117,"Conventionnel",0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,4,0,0,0,4,4,4,0,1.7,0,0,1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"124","117_2015",117,"Conventionnel",1,0,2,1,0,0,4,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,7,6,1,1.6,0,0,1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","117_2016",117,"Conventionnel",2,0,2,2,0,0,6,0,4,0,0,0,4,123,NA,NA,NA,NA,NA,NA,NA,16,16,0,3.54333333333333,1.75,3,8.29333333333333,8.29333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","117_2017",117,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,3,71,NA,NA,NA,NA,NA,NA,NA,26,18,8,12,0,5.88,18.28,17.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","118_2012",118,"Conventionnel",0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","118_2013",118,"Conventionnel",0,1,1,0,0,0,2,0,5,0,0,0,5,0,0,0,2,0,0,0,2,4,4,0,1.66666666666667,0,1.25187969924812,2.91854636591479,2.91854636591479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"129","118_2014",118,"Conventionnel",0,1,1,0,0,0,2,0,2,0,0,0,2,128,0,0,2,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"130","118_2015",118,"Conventionnel",0,1,0,0,0,0,1,0,3,0,0,0,3,238,0,0,2,0,0,0,2,10,10,0,6.225,0,0,6.225,6.225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"131","118_2016",118,"Conventionnel",0,0,1,0,0,0,1,0,3,0,0,0,3,227,NA,NA,NA,NA,NA,NA,NA,12,12,0,3.76190476190476,0,0,3.76190476190476,3.76190476190476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","118_2017",118,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","119_2012",119,"Conventionnel",0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","119_2013",119,"Conventionnel",1,0,2,2,0,0,5,0,2,0,0,0,2,100,0,0,3,0,0,0,3,13,13,0,1,0,10.23,11.23,11.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"135","119_2014",119,"Conventionnel",0,1,0,0,0,0,1,1,3,0,0,0,4,0,0,0,1,0,0,0,1,33,28,5,3.45,3.45,0,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"136","119_2015",119,"Conventionnel",0,1,1,1,1,0,4,NA,NA,NA,NA,NA,NA,NA,0,0,3,0,0,0,3,11,11,0,5,0,3.61835839598997,8.61835839598998,8.61835839598998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"137","119_2016",119,"Conventionnel",0,1,0,1,1,0,3,0,4,0,0,0,4,189,0,0,2,0,0,0,2,25,25,0,9.58194444444445,4.48333333333333,0.625,14.6902777777778,14.6902777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","119_2017",119,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,3,204,NA,NA,NA,NA,NA,NA,NA,7,2,5,0,0,0,0.883333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","12_2012",12,"Biologique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","12_2013",12,"Biologique",0,2,0,1,1,0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"141","12_2014",12,"Biologique",NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,5,5,0,1.77777777777778,0,1.35,3.12777777777778,3.12777777777778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"142","12_2015",12,"Biologique",0,1,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"143","12_2016",12,"Biologique",0,2,0,0,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","12_2017",12,"Biologique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","120_2012",120,"Conventionnel",0,1,0,0,0,0,1,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,2,2,0,1.14285714285714,0,0,1.14285714285714,1.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","120_2013",120,"Conventionnel",1,0,0,0,2,0,3,0,5,0,0,0,5,103.5,0,0,7,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"147","120_2014",120,"Conventionnel",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,24,24,0,2.9775,0.127272727272727,5.925,9.02977272727273,9.02977272727273,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"148","120_2015",120,"Conventionnel",0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,160,5,1.875,44.2555555555556,10.0833333333333,56.7138888888889,56.2138888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","120_2016",120,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","120_2017",120,"Conventionnel",0,1,0,0,1,0,2,0,2,0,0,0,2,47.5,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"151","121_2012",121,"Conventionnel",1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"152","121_2013",121,"Conventionnel",2,0,0,0,0,0,2,1,1,0,0,0,2,46,0,0,2,0,0,0,2,25,16,9,8.11666666666667,0,0,8.11666666666667,8.11666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"153","121_2014",121,"Conventionnel",1,1,1,1,0,0,4,0,1,0,0,0,1,250,0,0,1,0,0,0,1,16,2,14,1.5,0,0,1.5,1.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"154","121_2015",121,"Conventionnel",1,0,2,0,1,0,4,0,1,0,0,0,1,92,0,0,2,0,0,0,2,30,13,17,3.46666666666667,3.43333333333333,0,6.9,6.9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"155","121_2016",121,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","121_2017",121,"Conventionnel",0,0,2,0,1,0,3,0,1,0,0,0,1,92,0,0,1,0,0,0,1,13,13,0,4.86666666666667,0,0,4.86666666666667,4.86666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"157","122_2012",122,"Conventionnel",0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","122_2013",122,"Conventionnel",1,1,0,0,0,0,2,0,3,0,0,0,3,185,0,0,3,0,0,0,3,17,17,0,4.91666666666667,0,0,4.91666666666667,4.91666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"159","122_2014",122,"Conventionnel",0,1,2,0,0,0,3,0,1,0,0,0,1,180,0,0,2,0,0,0,2,12,12,0,3.65,0,0,3.65,3.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"160","122_2015",122,"Conventionnel",0,1,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,22,20,2,6.05,0,0,6.05,6.05,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"161","122_2016",122,"Conventionnel",0,2,0,1,1,0,4,0,5,0,0,0,5,241,2,0,1,0,0,0,3,7,6,1,4,0,4,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","122_2017",122,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0.285714285714286,0,0,0.285714285714286,0.285714285714286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"163","123_2012",123,"Conventionnel",0,0,1,0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,94,94,0,0,0,16.8722255639098,16.8722255639098,16.8722255639098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","123_2013",123,"Conventionnel",0,0,2,0,1,0,3,0,1,0,0,0,1,39,0,0,2,0,0,0,2,6,1,5,0.375,0,0,0.375,0.375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"165","123_2014",123,"Conventionnel",1,0,2,0,0,0,3,0,5,0,0,0,5,228.6,0,0,2,0,0,0,2,26,20,6,4.86666666666667,0,0,10.5516666666667,4.86666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","123_2015",123,"Conventionnel",0,0,1,0,1,0,2,0,3,0,0,0,3,214,0,0,1,0,0,0,1,46,41,5,8.85007575757576,1.75,4.87063349550346,16.2783283006983,15.4707092530792,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"167","123_2016",123,"Conventionnel",0,0,1,0,1,0,2,0,3,0,0,0,3,178.53,0,0,1,0,0,0,1,69,64,5,3.00933333333333,7.15,6.75515151515151,28.1174372294372,16.9144848484848,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"168","123_2017",123,"Conventionnel",0,0,1,0,0,0,1,0,3,0,0,0,3,130,0,0,1,0,0,0,1,8,8,0,1.264,0,1.12,5.054,2.384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"169","124_2012",124,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"170","124_2013",124,"Conventionnel",0,1,2,0,0,0,3,0,2,0,0,0,2,190,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"171","124_2014",124,"Conventionnel",0,0,2,0,1,0,3,1,2,0,0,0,3,162,0,0,2,0,0,0,2,28,28,0,5.9,9.75,0,15.65,15.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"172","124_2015",124,"Conventionnel",1,0,1,1,0,0,3,0,3,0,0,0,3,161.7,0,0,0,0,0,1,0,17,16,1,4.99,3.6,1.6,10.19,10.19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"173","124_2016",124,"Conventionnel",1,0,0,0,0,0,1,0,3,0,0,0,3,207,0,0,2,0,0,0,2,3,3,0,0,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"174","124_2017",124,"Conventionnel",0,0,1,0,0,0,1,0,1,0,0,0,1,60,0,0,1,0,0,0,1,8,8,0,3.02857142857143,0,0,3.02857142857143,3.02857142857143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"175","125_2012",125,"Conventionnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"176","125_2013",125,"Conventionnel",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
